brewery,beertype,rating,name,ABV
WÃ¼rzburger HofbrÃ¤u AG,LAGER,3.5,1643 Original Lagerhell,4.9
World Brews,LAGER,2,Port Republic Light,3.9
Tommyknocker Brewery,LAGER,3.5,Ornery Amber,5.4
World Brews,LAGER,2.5,Taurino,4.7
World Brews,LAGER,3,San Lucas Cerveza,4.6
World Brews,LAGER,3,Big Flats 1901 Light,3.9
World Brews,LAGER,2,R.J. King Wingwalker Light Lager,4.2
World Brews,LAGER,3,Copper Bell Lager,4.5
World Brews,LAGER,2.5,Seven Kings,4.5
World Brews,LAGER,1,Big Flats 1901,4.5
World Brews,LAGER,4,Goldmine,4.5
World Brews,LAGER,3.5,R.J. King Wingwalker Lager,4.5
Tommyknocker Brewery,LAGER,4,Alpine Glacier Lager,4.5
World Brews,LAGER,2.5,Copper Bell Light Beer,3.9
World Brews,LAGER,3,Tap Room No. 21 Lager,4.5
World Brews,LAGER,3,Port Republic Lager,4.5
World Brews,LAGER,2,Dutch Republic 1581,4.8
World Brews,LAGER,2,Cable Car Small Batch Lager,4.8
Oettinger Brauerei,LAGER,4,Oettinger Winterbier,5.6
Oettinger Brauerei,LAGER,1.5,"FinkbrÃ¤u Pils 2,1%",2.1
Oettinger Brauerei,LAGER,3,Oettinger Hell,4.7
Pittsburgh Brewing Co.,LAGER,3,Augustiner Lager,4.8
Brasseurs R.J.,LAGER,3,Belle Gueule Lager D'hiver,5.2
Perla Browary Lubelskie S.A.,LAGER,4,Perla Chmielowa (Hop Pearl),6.2
Brasserie Fischer / Fischer Biere d' Alsace,LAGER,3,Fischer Tradition Amber,6
Brasseries Kronenbourg,LAGER,3,Kronenbourg 1664,5.9
Tommyknocker Brewery,LAGER,3,Vienna-Style Amber Lager,5.5
Klosterbrauerei Andechs,LAGER,3,Andechser Hell,4.8
Klosterbrauerei Andechs,LAGER,4.5,Andechser Dunkel,4.8
New Glarus Brewing Company,LAGER,3.5,Totally Naked,4.25
Klosterbrauerei Andechs,LAGER,4,Andechser Spezial Hell,5.9
Brauerei Eichhof,LAGER,2.5,Eichhof Lager,4.8
E & O Trading Company,LAGER,4,Bell In Hand,4.5
Frankenmuth Brewery,LAGER,4,Frankenmuth Munich Style Dunkel Lager,5.1
Privat Brauerei ZÃ¶tler,LAGER,3.5,ZÃ¶tler Korbinian Dunkel,4.7
Guinness Ghana Breweries Group,LAGER,2,Gulder Lager,5
Brauerei Ott,LAGER,4,Ott Obaladara,5.3
Barley Mill Brew Pub / Trifons Pizza,LAGER,3,Harvest Wheat,5
Perla Browary Lubelskie S.A.,LAGER,3.5,Goolman Strong,7
Perla Browary Lubelskie S.A.,LAGER,3.5,Goolman Premium,5
Dunedin Brewery,LAGER,3,Three Copper Coins,4.4
Pittsburgh Brewing Co.,LAGER,1.5,I.C. Light,4.15
Pittsburgh Brewing Co.,LAGER,2.5,Iron City Beer,4.5
Kitzmann BrÃ¤u,LAGER,4.5,Kitzmann Bergkirchweihbier,5.9
Figure 8 Brewing,LAGER,4,First Ascent,4
Brasseurs R.J.,LAGER,3,Tremblay,5
Amarcord Birra Artigianale Italiana,LAGER,2.5,Prima Donna,4.7
Amarcord Birra Artigianale Italiana,LAGER,3,La PutÃ©na,6.5
Amarcord Birra Artigianale Italiana,LAGER,3,Gradisca,4.7
Brasseurs R.J.,LAGER,3.5,Belle Gueule Originale,5.2
Brasseurs R.J.,LAGER,3.5,Belle Gueule Blonde D'Ã©tÃ©,4.5
AMB - MaÃ®tre Brasseur,LAGER,3.5,Le Freluquet,5.7
Bierbrouwerij De Leeuw B.V.,LAGER,3.5,Leeuw Pilsener,5
Lang BrÃ¤u OHG,LAGER,2.5,Erotikbier,5.5
Oettinger International GetrÃ¤nke-Vertriebs GmbH,LAGER,2,Original Oettinger Leichte Weisse,2.8
Oettinger International GetrÃ¤nke-Vertriebs GmbH,LAGER,3.5,Original Oettinger Winterbier,5.6
Oettinger International GetrÃ¤nke-Vertriebs GmbH,LAGER,3,Original Oettinger Export,4.7
Oettinger International GetrÃ¤nke-Vertriebs GmbH,LAGER,2,Codys Super Strong,8.9
Oettinger International GetrÃ¤nke-Vertriebs GmbH,LAGER,3,Original Oettinger Vollbier Hell,4.7
The Pump Room,LAGER,3,Pump Room Lager,5
BrÃ¤u Am Berg Starzinger KG / Brauerei Aspach,LAGER,3,Frankenmarkter Jausenbier,4.2
Lang BrÃ¤u OHG,LAGER,3.5,Urbock Dunkel,7.5
Lang BrÃ¤u OHG,LAGER,3.5,Schonbrunner Burggraf Dunkel,5.5
Schlossbrauerei Au-Hallertau,LAGER,3.5,Auer Hell,4.7
Barada Beer Company,LAGER,1.5,Barada,3.5
Barons Brewing Company,LAGER,4.5,Barons Lager,4.9
Barons Brewing Company,LAGER,3,88 Balls Lager,4.5
Barons Brewing Company,LAGER,3.5,Outback Export Premium Lager,4.9
Brasseries Kronenbourg,LAGER,2.5,Kronenbourg,4.2
Hebei Lanbei Liquor Group,LAGER,1.5,Blue Cowrie,4.2
Magnotta Brewery,LAGER,3.5,True North Lager,5
Brasseries Kronenbourg,LAGER,2.5,Kronenbourg Premier Cru,6
Brasseries Kronenbourg,LAGER,3.5,Kronenbourg 1664 Single Malt,6.5
Brasseries Kronenbourg,LAGER,3.5,KanterbrÃ¤u,4.5
Brasseries Kronenbourg,LAGER,3,Kronenbourg 7.2Â°,7.2
Brasseries Kronenbourg,LAGER,2.5,Kronenbourg SÃ©lection Des Brasseurs,5
Brasseries Kronenbourg,LAGER,2,Kronenbourg 1664 Gold,6.1
Brasseries Kronenbourg,LAGER,2,Valstar,3.7
Brasseries Kronenbourg,LAGER,3.5,Kronenbourg 1664 Instant Pression,5
Brasseries Kronenbourg,LAGER,2.5,La RÃ©serve De MaÃ®tre Kanter,6.1
Brasseries Kronenbourg,LAGER,4,Kronenbourg 1664 Cold Premiere,5
Brasseries Kronenbourg,LAGER,2.5,Kronenbourg Extra Fine,2.1
Hanoi Beer Company,LAGER,2.5,Bia Ha Noi,4.2
Hanoi Beer Company,LAGER,3,Hanoi Beer Premium,5.1
Groupe Geloso,LAGER,1.5,Gros Cochon,5
Groupe Geloso,LAGER,2,Saint-Laurent Pilsener,4.9
Groupe Geloso,LAGER,1,Bowes Dry Treebu,4.9
Groupe Geloso,LAGER,3,Alberta's Best,4.9
Groupe Geloso,LAGER,3,Double Dry,5.6
Groupe Geloso,LAGER,2.5,Bowes Original Lager,4.9
Bintara Brewery,LAGER,2.5,Bintara Lager,5
Bintara Brewery,LAGER,3,Bintara Australian Lager,6
Brasserie Fischer / Fischer Biere d' Alsace,LAGER,3,Fischer LaBelle,4.5
Brasserie Fischer / Fischer Biere d' Alsace,LAGER,3.5,Fischer Tradition Blonde,6
Brasserie Fischer / Fischer Biere d' Alsace,LAGER,3.5,Fischer Bitter,4.9
Brasserie Fischer / Fischer Biere d' Alsace,LAGER,1.5,Desperados,5.9
Brasserie Fischer / Fischer Biere d' Alsace,LAGER,3,Fischer BiÃ¨re Blonde,6.5
Brasserie Fischer / Fischer Biere d' Alsace,LAGER,2.5,Fischer BiÃ¨re De NoÃ«l,6
Brasserie Fischer / Fischer Biere d' Alsace,LAGER,1.5,Desperados Mas,3
Brasserie Fischer / Fischer Biere d' Alsace,LAGER,3,Fischer BiÃ¨re Speciale,6
Zerodegrees Cardiff,LAGER,3,Dark Lager,4.8
Brasserie d'Oran,LAGER,3.5,Talon Talin,7.5
Brasserie d'Oran,LAGER,4,Taron D'Or Enkhept,9.5
LiebhartÂ´s BrÃ¤uhaus,LAGER,4,Bio-Reis-Gold,4.3
"Sunshine Coast Brewery, The",LAGER,4,Sunshine Coast Munich Dunkel,4.8
"Sunshine Coast Brewery, The",LAGER,1,Sunshine Coast Bitter,4.6
"Sunshine Coast Brewery, The",LAGER,1,Sunshine Coast Noosa Premium Ale,4.6
Pivovara Li&#269;anka,LAGER,4,Svijetlo Velebitsko,5.1
Pivovara Li&#269;anka,LAGER,4,Velebitsko Tamno Pivo,6
Private Stock Spirits,LAGER,4,Pong Beer Lite,4
Figueroa Mountain Brewing Co.,LAGER,3.5,Danish Red Lager,5
Mohrenbrauerei August Huber,LAGER,2,Mohren Spezial,5.6
Weeping Radish Eco Farm & Brewery,LAGER,3,Corolla Gold Helles Lager,5
"Intercourse Brewing Company, LLC",LAGER,3,Mount Joy Light Pilsner,4.2
"Intercourse Brewing Company, LLC",LAGER,2.5,Bareville Pilsner,4.8
Southend Brewery & Smokehouse,LAGER,3.5,Southend Blonde,5
Brauerei Eichhof,LAGER,4,Braugold Premium Lager,5.2
Brauerei Eichhof,LAGER,3.5,Eichhof  Hubertus Dunkel,5.7
Brewer's Alley Restaurant & Brewery,LAGER,3.5,"Brewer's Alley ""Live Free"" Lager",5
Farside Brew Pub,LAGER,3,Queen Bee Honey Lager,6.7
Mohrenbrauerei August Huber,LAGER,3,Mohren Pfiff,4.9
Gotlands Bryggeri,LAGER,4,Wisby Julbrygd,6
Devils Backbone Brewing Company,LAGER,3.5,Barclay's London Dark Lager,5.8
Devils Backbone Brewing Company,LAGER,4.5,Gold Leaf Lager,4.5
Pinchgut Brewing Company,LAGER,3.5,Black Pilsner,5
Dednovo Brewery,LAGER,1,Zhigulevskoye Lubitelskoye,3.7
Trebjesa Brewery,LAGER,3,Nik Gold,5.2
Trebjesa Brewery,LAGER,2.5,Niksicko Pivo,5.2
HasserÃ¶der Brauerei GmbH,LAGER,2.5,HasserÃ¶der Vier,4
HasserÃ¶der Brauerei GmbH,LAGER,2.5,HasserÃ¶der Premium Export,5.5
"Franklin's Restaurant, Brewery & General Store",LAGER,3.5,Smokey The Beer,5
Davidson Brothers Restaurant & Brewery,LAGER,3.5,Danish Continental Lager,5.2
Privatbrauerei Kesselring Gmbh & Co. KG,LAGER,4,Kesselring Urtyp Export,5.3
Privatbrauerei Kesselring Gmbh & Co. KG,LAGER,3,Kesselring UrfrÃ¤nkisches Landbier,5.3
Privatbrauerei Kesselring Gmbh & Co. KG,LAGER,2.5,Steinie^2 Das Geniale Bier,5.3
Brauerei Josef Greif,LAGER,4,Greif-BrÃ¤u Hell,4.9
Bedele Brewery,LAGER,3.5,Bedele Gold Label Special Beer,5.5
Fort Garry Brewing Company Ltd.,LAGER,2,Two Rivers Lager,5
Fort Garry Brewing Company Ltd.,LAGER,1,NuBru Blend,5
Fort Garry Brewing Company Ltd.,LAGER,3,Frio!,4
Fort Garry Brewing Company Ltd.,LAGER,3,Frontier Pilsner,5
Fort Garry Brewing Company Ltd.,LAGER,3,Rouge,5
Fort Garry Brewing Company Ltd.,LAGER,2.5,Two Rivers Red,5
Brauerei WolfshÃ¶he K. u. F. Weber GmbH & Co. KG,LAGER,4.5,Vollmond Bier,5.5
Brauerei WolfshÃ¶he K. u. F. Weber GmbH & Co. KG,LAGER,3.5,Altes WolfshÃ¶her,5.5
Leipziger Brauhaus zu Reudnitz GmbH,LAGER,3,Sternburg Export,5.2
Leipziger Brauhaus zu Reudnitz GmbH,LAGER,3.5,Sternburg Urtyp,5.2
"Belize Brewing Co., Ltd.",LAGER,2.5,Belikin,4.8
"Belize Brewing Co., Ltd.",LAGER,2.5,Belikin Premium,4.8
"Belize Brewing Co., Ltd.",LAGER,2,Belikin Draft,4.8
Brasserie De Saint Omer,LAGER,2.5,Saint-Omer,5
Turtle Mountain Brewing Company,LAGER,3.5,Imperial Billsner,6.9
Turtle Mountain Brewing Company,LAGER,3,Cabo,4.8
Brasserie De Saint Omer,LAGER,1.5,BiÃ¨re Blonde De Tradition - BiÃ¨re De Luxe,4.9
Brasserie De Saint Omer,LAGER,3.5,BiÃ¨re SpÃ©ciale Blonde Extra Forte,8
Brasserie De Saint Omer,LAGER,2,Tesco BiÃ¨re Blonde,2.8
Motor City Brewing Works,LAGER,2.5,Motor City Lager,5.2
AS Puls Brewery,LAGER,3.5,Puls Tume Lager,5
AS Puls Brewery,LAGER,3.5,Puls JÃµululegend Tume Ã•lu,5.4
Legacy Brewing Co.,LAGER,4,Fat Boy,5.2
Sarajevska Pivara,LAGER,3,Sarajevo Beer,5
Brasserie De La Soif,LAGER,3,Casablanca,5
The Twisted Hop Real Ale Brewpub,LAGER,3,Honey Dew,4
Eittinger FischerbrÃ¤u,LAGER,4,Eittinger Hell,4.9
Eittinger FischerbrÃ¤u,LAGER,3.5,Eittinger Urtyp Dunkel,5.4
Micro Cervejaria Falke Bier,LAGER,3.5,Falke Lager Dunkel,4.5
Murrieta Pizza & Brewing,LAGER,1,Blonde,2.6
Five Seasons Prado,LAGER,4,Hop To Conclusion,5.5
Thirsty Dog Brewing Company,LAGER,4,Balto Heroic Lager,5.4
Lao Brewery Co.,LAGER,3.5,Beerlao Lager,4.9
Lao Brewery Co.,LAGER,3.5,Beerlao Dark,6.5
Thirsty Dog Brewing Company,LAGER,3,Labrador Lager,6
Lao Brewery Co.,LAGER,3,Beerlao Light,2.9
Cervejaria Colorado,LAGER,3.5,Colorado Cauim,4.5
Mohawk Brewing Company,LAGER,3.5,Mohawk Rye Lager,5.3
Maluti Mountain Brewery / Lesotho Brewing,LAGER,4,Maluti Premium Lager,4.8
Blitz-Weinhard Brewing Co.,LAGER,5,Henry Weinhard's Private Reserve,4.8
Blitz-Weinhard Brewing Co.,LAGER,4,Henry Weinhard's Blonde,5.12
Wallace Brewing / Orehouse Tasting Room,LAGER,2,Honey's,4.2
Blitz-Weinhard Brewing Co.,LAGER,3.5,Henry Weinhard's Classic Dark Lager,4.81
Cervecera CCU Chile Ltda,LAGER,3.5,Aysen,4.5
Big Hole Brewing Company,LAGER,2,Yankee Jim Honey Ice,5.5
Big Hole Brewing Company,LAGER,2.5,Yankee Jim Ice,5.5
Big Hole Brewing Company,LAGER,3.5,Yankee Jim Honey Lager,5.5
Big Hole Brewing Company,LAGER,1.5,Yankee Jim Ice Bock,6.5
Big Hole Brewing Company,LAGER,3,Headstrong Munich Lager,5.7
Big Hole Brewing Company,LAGER,2.5,Yankee Jim Genuine Draft,5
Old Credit Brewing Co.,LAGER,3.5,Old Credit Holiday Honey,5
CervecerÃ­a Cassaro,LAGER,2,Cassaro Golden Premium Pilsener,4.9
Third Street Aleworks,LAGER,2.5,Dortmunder Export,5.4
Samarqand 1-Son Pivo Zavodi Â“PulsarÂ”,LAGER,2,Silver Pulsar,3.6
Samarqand 1-Son Pivo Zavodi Â“PulsarÂ”,LAGER,2.5,Gold Pulsar,4.5
McCoy's Public House,LAGER,3.5,Landing Light Lager,4.8
Pivovar Regent Trebon,LAGER,3.5,Bohemia Regent Lager Dark,4
Burgdorfer Gasthausbrauerei,LAGER,4.5,Burgdorfer Aemme,5.3
Brasserie Des Gabariers (L&L Cognac SA),LAGER,3,XO Beer,8
Alameda Brewhouse,LAGER,2.5,Pub Geyser Lager,5
Brewery Lobkowicz,LAGER,3.5,Lobkowicz Baron,4.7
Brewery Lobkowicz,LAGER,4,Demon,5.2
Heidelberger Brauerei GmbH,LAGER,2.5,Heidelberger Premium Export,5.4
Olvi Oyj,LAGER,2,Olvi Tumma,4.3
Olvi Oyj,LAGER,2,Olvi Jouluolut,4.7
Olvi Oyj,LAGER,2,"Olvi Sandels 4,7%",4.7
Olvi Oyj,LAGER,3.5,Olvi III (Special),4.5
Olvi Oyj,LAGER,2,Olvi Tuplapukki IV B,8.5
Tomos Watkin Brewery,LAGER,4,Magic Lagyr,5
Harrington's Breweries,LAGER,3,Harringtons Kiwi Draught,4
Wallace Brewing / Orehouse Tasting Room,LAGER,2,Red Light Honey Wheat,4.1
Wallace Brewing / Orehouse Tasting Room,LAGER,3.5,Rock Head,4.4
Poltavpivo,LAGER,2.5,Ay-Nikola,6
Poltavpivo,LAGER,3.5,Dikanski Vechori,5.1
Poltavpivo,LAGER,2,Vakula,4.1
Buzzards Bay Brewing,LAGER,4.5,Buzzards Bay Olde Buzzard Lager,5
Amsterdam Brewing Company,LAGER,3,Amsterdam Big Wheel Deluxe Amber,5
Amsterdam Brewing Company,LAGER,2.5,Amsterdam Natural Light,4
Amsterdam Brewing Company,LAGER,3,Amsterdam Dutch Amber Lager,5
Amsterdam Brewing Company,LAGER,3,Amsterdam Natural Blonde Lager,5
Cervecera CCU Chile Ltda,LAGER,2,Rockhopper Light,3.3
Seychelles Breweries Limited (SBL),LAGER,3.5,SeyBrew Lager,4.9
DC Brau Brewing Co.,LAGER,3.5,Atlas Festbier Spezial,5
Minnesota Brewing Company,LAGER,3,Amber Lager (Archive Series),5
HofbrÃ¤uhaus Pittsburgh,LAGER,2.5,HofbrÃ¤u Premium Lager,5.2
HofbrÃ¤uhaus Pittsburgh,LAGER,4,HofbrÃ¤u 1810 Prince Ludwig,6
HofbrÃ¤uhaus Pittsburgh,LAGER,3,HofbrÃ¤u Christmasbeer,5.5
Innstadt Brauerei,LAGER,3,Innstadt Hell,5
Innstadt Brauerei,LAGER,3.5,Innstadt Neues Helles,5
Innstadt Brauerei,LAGER,3.5,Innstadt Edelsud,5.3
Oak Creek Brewing Co.,LAGER,3.5,Oak Creek Gold Lager,5
Gardner Ale House,LAGER,4,Snow Slaker WInter Lager,5.3
Shandong Taishan Beer Co Ltd,LAGER,2.5,Kritzer,2.5
Kamloops Brewery Ltd,LAGER,3.5,KB Genuine Draft,5
Kamloops Brewery Ltd,LAGER,3,Albino Rhino Signature Lager,5
St. GeorgenbrÃ¤u,LAGER,4,St. GeorgenbrÃ¤u Helles Vollbier,4.6
Rogue Ales,LAGER,3,Kells Irish Style Lager,5
Rogue Ales,LAGER,3.5,Chris (15th Anniversary),5
Beer Factory,LAGER,4,Santa Fe,5.5
Asia Pacific Breweries Ltd.,LAGER,2,Tiger Beer,5
"Tsingtao Brewery Co., Ltd.",LAGER,2,Tsingtao,4.8
Baltika Breweries,LAGER,2.5,Baltika #5 Gold,5.3
Rogue Ales,LAGER,3,Markus Brau (JLS Release),5.8
Brauerei S. Riegele,LAGER,3,Commerzienrat Riegele Privat,5.2
Brauerei S. Riegele,LAGER,3,Oberelchingen Hell,4.7
Samuel Smith Old Brewery (Tadcaster),LAGER,4.5,Samuel Smith's Pure Brewed Lager Beer,5
Franciscan Well Micro Brewery,LAGER,3.5,Rebel Lager,4.2
Brauerei S. Riegele,LAGER,3.5,Riegele Feines Urhell,4.7
Brauerei S. Riegele,LAGER,2.5,Riegele WÃ¼rziges Export,5.1
"Sarbast (UzCarlsberg, LLC)",LAGER,3,Sarbast Extra,5.6
CervecerÃ­a Minerva,LAGER,4,Minerva Viena,5
Klosterbrauerei Scheyern,LAGER,2.5,Klosterbier-Hell,5.4
Klosterbrauerei Scheyern,LAGER,3.5,Scheyern Kloster-Export Dunkel,5.4
Klosterbrauerei Scheyern,LAGER,3,Scheyern Kloster-Gold Hell,5.4
Nile Breweries (SAB),LAGER,3,Nile Gold Crystal Malt Lager,4.8
Nile Breweries (SAB),LAGER,2.5,Club Pilsener,4.5
Nile Breweries (SAB),LAGER,2.5,Nile Special Lager,5.6
Romanovskiy Produkt,LAGER,3,Romanovskoye Klassichiskoye,4
Romanovskiy Produkt,LAGER,2.5,Romanovskoye Zolotoye,4.7
DuClaw Brewing Co.,LAGER,4,31,5.1
Cerveceria Argentina S.A. Isenbeck,LAGER,2,Patagogonia,4.9
Cerveceria Argentina S.A. Isenbeck,LAGER,3,Cerveza Premium,4.6
Brauerei Baar AG,LAGER,2.5,Hopfenmandli Zuger Lager Hell,4.8
Carlsberg Sverige,LAGER,2.5,"Falcon Bayerskt 3,5%",3.5
Carlsberg Sverige,LAGER,2.5,"Falcon Bayerskt 5,2%",5.2
Carlsberg Sverige,LAGER,3.5,"Falcon Julbrygd 5,2%",5.2
Carlsberg Sverige,LAGER,3,Falcon Extra Brew,3.5
Mahrs-BrÃ¤u,LAGER,3.5,Mahr's Leicht,2.8
Mahrs-BrÃ¤u,LAGER,4,Mahr's Hell,4.9
Mahrs-BrÃ¤u,LAGER,2,E.T.A. (Ernst Theodor Amadeus) Hoffmann,5
Karl Strauss Brewing Company,LAGER,3,Karl Strauss Amber Lager,4.2
Karl Strauss Brewing Company,LAGER,2.5,Endless Summer Light,3.3
Karl Strauss Brewing Company,LAGER,3,Imperial Amber Lager,7.5
Karl Strauss Brewing Company,LAGER,4,Karl Strauss IPL (India Pale Lager),6.8
Praforte,LAGER,3,Sibilla,4.8
Tibet Lhasa Brewery Co.,LAGER,3.5,Lhasa Beer,4.6
"Tsingtao Brewery Co., Ltd.",LAGER,3,Tsingtao Premium,4.5
Samuel Smith Old Brewery (Tadcaster),LAGER,3,Samuel Smith's Organically Produced Lager Beer,5
Samuel Smith Old Brewery (Tadcaster),LAGER,3,Samuel Smith's Taddy Lager,3.7
Baltika Breweries,LAGER,4.5,Baltika #4 Original (Dark),5.6
Baltika Breweries,LAGER,3,Yarpivo Originalnoe,4.7
Baltika Breweries,LAGER,4,Baltika #7 Export,5.4
Samuel Smith Old Brewery (Tadcaster),LAGER,4,Samuel Smith's Alpine Lager,4.5
Brauerei SchÃ¼tzengarten AG,LAGER,3.5,Schwarzer BÃ¤r,5
Brauerei SchÃ¼tzengarten AG,LAGER,1.5,St.Galler KlosterbrÃ¤u,5.2
Muskoka Brewery,LAGER,4,Paddy's Lager,4.8
Muskoka Brewery,LAGER,3,Muskoka FIX Hellas Beer,5
Muskoka Brewery,LAGER,3,Muskoka Pilsner Light,4
Muskoka Brewery,LAGER,3,Muskoka Craft Lager,4.8
Muskoka Brewery,LAGER,2,Red Cream,5
M&#283;Âš&#357;anskÃ½ Pivovar Strakonice,LAGER,3.5,Klostermann PolotmavÃ½ LeÂžÃ¡k 13Â°,5.1
Ariana Brewery,LAGER,4.5,Ariana,4.5
Ariana Brewery,LAGER,3.5,Ariana Tumno (Dark),5.5
Carlow Brewing Company,LAGER,3,Buckley's Golden Ale,3.9
Syktyvkarpivo,LAGER,2.5,Syktyvkarskoye,4.5
Azumino Brewery,LAGER,1.5,Azumino Dunkel,5
Azumino Brewery,LAGER,3.5,Azumino Pilsner,5
Asia Pacific Breweries Ltd.,LAGER,1.5,Tiger Classic Special Edition,5.5
Asia Pacific Breweries Ltd.,LAGER,2.5,Baron's Strong Brew,8.8
Asia Pacific Breweries Ltd.,LAGER,2,Tiger Crystal Light,4.1
Bahus Brewery,LAGER,2.5,Novik,4.5
CervecerÃ­a Austral S.A.,LAGER,2.5,Austral Lager,4.6
Dinkelacker-Schwabenbraeu AG,LAGER,3,Das Helle,5
Dinkelacker-Schwabenbraeu AG,LAGER,3.5,Urtyp Export,5.1
Tibet Lhasa Brewery Co.,LAGER,3,Tibet Spring,4.3
Monte Carlo Casino Pub & Brewery,LAGER,2.5,Monte Carlo Las Vegas Lites,3.2
Lancaster Brewing Company,LAGER,3.5,Oktoberfest,6.5
Lancaster Brewing Company,LAGER,3,Litening Lager,5.2
Lancaster Brewing Company,LAGER,3.5,Munich Dark Lager,5.6
Baltika Breweries,LAGER,1.5,Yarpivo Strong (Krepkoye),7.2
"Pivzavod Kemerovo ""Pikem""",LAGER,3,Bratva Konkretnoye,5.4
Drummond Brewing Company,LAGER,2.5,Beer Beer Strong,7
Drummond Brewing Company,LAGER,2.5,Beer Beer,5
Cerveza IsleÃ±a,LAGER,3,IsleÃ±a,4.8
Rolling Meadows Brewery,LAGER,3.5,Lincoln's Lager,5
Front Street Brewery,LAGER,4,Front Street Lumina Lager,4.9
Front Street Brewery,LAGER,3.5,Front Street Amber,5.1
Brauerei Gundel,LAGER,4.5,Gundel Dunkles Gold,5.2
BirrOne,LAGER,3,SS 46,4.9
"Tsingtao Brewery Co., Ltd.",LAGER,2.5,Tsingtao Pure Draft,4.8
"Tsingtao Brewery Co., Ltd.",LAGER,2,Tsingtao Draft Beer,4.3
"Tsingtao Brewery Co., Ltd.",LAGER,2.5,Shanshui Beer,4
"Tsingtao Brewery Co., Ltd.",LAGER,3.5,Tsingtao Dark Beer,5.2
"Tsingtao Brewery Co., Ltd.",LAGER,3,Tsingtao Augerta,4
"Tsingtao Brewery Co., Ltd.",LAGER,2.5,Five Star All Malt Beer,4
"Tsingtao Brewery Co., Ltd.",LAGER,2.5,Laoshan Beer,2.5
Brauhaus SÃ¼dstern,LAGER,3,Heller Stern,5
HofbrÃ¤uhaus Traunstein Josef Sailer KG,LAGER,3,Altbairisch Dunkel,5.5
"Cervezas Moritz, S.A.",LAGER,2,Moritz,5.4
Baltika Breweries,LAGER,2,Baltika #2 Svetloye,4.7
Thunder Canyon Brewery,LAGER,3,Thunder Canyon Roadrunner Red Lager,4.8
Baltika Breweries,LAGER,4,Baltika #12 Novogodneye,5.5
Baltika Breweries,LAGER,3.5,Yarpivo Premium (Elitnoye),5.8
Baltika Breweries,LAGER,3,Ziguljovskoje Helles Bier,4
Baltika Breweries,LAGER,3.5,Yarpivo Novogodnoye,6
Baltika Breweries,LAGER,3,Arsenalnoye Klassichiskoye,4.5
Baltika Breweries,LAGER,4,Baltika #9 Extra (Strong),8
Baltika Breweries,LAGER,3.5,Yarpivo Dark (Tyemnoye),5.2
Baltika Breweries,LAGER,3,Hebckoe,4.6
Hops Grillhouse & Brewery,LAGER,3.5,Lighting Bolt Gold,5.1
Baltika Breweries,LAGER,3.5,Baltika #3 Classic,4.8
Baltika Breweries,LAGER,2,Don Southern Lager,6
Baltika Breweries,LAGER,3.5,#20 Jubilee (Yubilejnoe),4.6
Baltika Breweries,LAGER,3.5,Don Klassichiskoye,4.5
Baltika Breweries,LAGER,3.5,Arsenalnoye Traditional,5.1
Baltika Breweries,LAGER,2.5,Dalnyj Vostok Klassichiskoye,5.1
Baltika Breweries,LAGER,3,Zhiguljovskoje,4
Baltika Breweries,LAGER,2.5,Arsenalnoye Krepkoye (Strong),7
Baltika Breweries,LAGER,2.5,Yarpivo Platinovoye,5.5
Baltika Breweries,LAGER,3,Old Bobby Lager,4.5
Baltika Breweries,LAGER,2.5,Samara Klassichiskoye,5
Baltika Breweries,LAGER,2.5,Leningradskoye Svetloye,4
Baltika Breweries,LAGER,4,Volga Yachminnoye (Barley),4.5
Baltika Breweries,LAGER,2,Baltika Big Mug Amber (Kpykka)),4
Baltika Breweries,LAGER,3,Volga Yantarnoye (Amber Special),5
Baltika Breweries,LAGER,3,Medovoye Lyegkoye,4.1
Baltika Breweries,LAGER,3.5,Don Yuzhnoye,6
Baltika Breweries,LAGER,3.5,Volga Khlebnoye,4.6
Baltika Breweries,LAGER,2,Cooler,4.7
Baltika Breweries,LAGER,3,Baltika Parnassus,5.6
Baltika Breweries,LAGER,1.5,Volga Khmelnoye,7.7
Baltika Breweries,LAGER,3.5,Baltika #1 Light,4.4
Baltika Breweries,LAGER,3.5,ÂŽateckÃ½ Gus &#268;ernÃ½,3.5
Baltika Breweries,LAGER,3,Yarpivo Amber (Yantarnoye),5.3
Baltika Breweries,LAGER,2.5,Yarpivo Ledyanoye Ice Beer,4.9
BraugaststÃ¤tte DÃ¶bler,LAGER,3.5,DÃ¶bler Altstadt Hell,4.8
BraugaststÃ¤tte DÃ¶bler,LAGER,4,DÃ¶bler Museums-LÃ¶schauer,5.3
"Cervezas Moritz, S.A.",LAGER,2,Moritz Epidor,7.2
Hops Grillhouse & Brewery,LAGER,4,Hammerhead Red,5.1
Privatbrauerei Eibau i. Sa. GmbH,LAGER,3.5,St. Marienthaler KlosterbrÃ¤u Hell (St. M),4.1
Privatbrauerei Eibau i. Sa. GmbH,LAGER,3.5,German Beer 12 (Export),5.2
Ruby River Steakhouse & Brewery,LAGER,3,Ruby River Cerveza,4
Academy of Fine Beers,LAGER,1,Wing Man American Lager,5.5
Fordham Brewing Company,LAGER,3.5,Fordham Lager,5.1
CervecerÃ­a De Barranquilla,LAGER,2.5,Cerveza Aguila,4
Flensburger Brauerei GmbH Und Co. KG,LAGER,4,Flensburger Dunkel,4.8
